,Tweets,len,ID,Date,Source,Likes,RTs,User Location,Geo,Coordinates
87,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065140678177550336,2018-11-21 07:11:41,Twitter for Android,0,46,,,
88,"Tudo no PT é verdadeiro, tão verdadeiro quanto a devoção Manuela D´Ávila ao rezar e o verde e amarelo na campanha de Haddad.",124,1065134157641236480,2018-11-21 06:45:47,Twitter for Android,0,2,,,
89,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065125343772794881,2018-11-21 06:10:45,Twitter for Android,0,46,São João de Meriti,,
90,Gostei de um vídeo @YouTube https://t.co/6obYlVIVcgê é Cristão Então veja esse vídeo Lula Haddad – Manuela D’ávila,114,1065116967605059586,2018-11-21 05:37:28,Google,0,0,,,
91,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065095496254017536,2018-11-21 04:12:09,Twitter Web Client,0,46,POA/RS-BRASIL,,
92,"@endingisnear Ele é bi de bicha &lt;3 ele que me contou. (To tão dissimulada q além do meu presidente ser Haddad e ele ter 2 vices: Manuela e Ciro, na minha cabeça criei tbm que em TLJ o Finn e o poe se declararam e q vazou uma cena do próximo filme do bb8 levando as alianças no altar pros dois)",296,1065095108733935616,2018-11-21 04:10:37,Twitter for iPhone,0,0,Londrina - Brasil,,
93,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065081265307693056,2018-11-21 03:15:36,Twitter for Android,0,46,,,
94,"@araujocaaa Nossa achei que era só eu que visitava a página do Haddad, Manuela, Gleise e Lindenberg todos os dias...",116,1065076104195645440,2018-11-21 02:55:06,Twitter for iPhone,0,1,São Paulo,,
95,"Tudo no PT é verdadeiro, tão verdadeiro quanto a devoção Manuela D´Ávila ao rezar e o verde e amarelo na campanha de Haddad.",124,1065075063358177281,2018-11-21 02:50:57,Twitter for Android,0,2,"Juiz de Fora, Brasil",,
96,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065068422608887809,2018-11-21 02:24:34,Twitter for Android,0,46,,,
97,"Tudo no PT é verdadeiro, tão verdadeiro quanto a devoção Manuela D´Ávila ao rezar e o verde e amarelo na campanha de Haddad.",124,1065068282628182017,2018-11-21 02:24:01,Facebook,3,2,Vitoria da Conquista-Bahia,,
98,"@Haddad_Fernando Manuela D’Ávila é comunista e gosta de dinheiro e, segundo a delação premiada de Alexandrino Alencar, ex-diretor da Odebrecht, também se chafurdou no mar de lama da propina patrocinado pela construtora.",219,1065063389263798272,2018-11-21 02:04:34,Twitter for Android,0,0,"Santa Catarina, Brasil",,
